
Profile Name 		MP-PJ-N-29-frag2
Scan No 	Precursor ion m/z 	Intensity 	Charge 	Deconvoluted Mass (Mass + Na) 	Glycan Rank 	Composition Score 	Branching Score 	Glycan ID 	Composition 	Sequence 	Glycan Mass 	Carbohydrate Mass 	Single Glycosidic % Match: 	Single CrossRing % Match: 	Glycosidic-Glycosidic % Match: 	Single CrossRing-Glycosidic % Match: 	
Scan65@1209.6_2	1209.6	620551.0	2	2396.21	3	2	3	G11960	(Glc)1 (GlcNAc)2 (Man)8 (Asn)1	Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-6)]Man(a1-6)[Glc(a1-3)Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc	1882.65(Asn)	1882.65	37.5	2.27	16.67	4.14	

Scan67@1095.878_3	1095.878	318276.0	3	3241.654	1	1	1	G01794	(NeuAc)2 (Gal)3 (GlcNAc)5 (Man)3	NeuAc(a2-3)Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)[NeuAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc	2587.92	2587.92	20.83	8.33	14.39	6.88	
Scan67@1095.878_3	1095.878	318276.0	3	3241.654	2	1	2	G12924	(NeuAc)2 (Gal)3 (GlcNAc)5 (Man)3	NeuAc(a2-3)Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)[NeuAc(a2-3)Gal(b1-4)GlcNAc(b1-4)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc	2587.92	2587.92	20.83	8.33	14.39	6.83	
Scan67@1095.878_3	1095.878	318276.0	3	3241.654	3	1	3	G03701	(NeuAc)2 (Gal)3 (GlcNAc)5 (Man)3	NeuAc(a2-3)Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[NeuAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc	2587.92	2587.92	20.83	8.33	14.39	6.76	

Scan69@1081.88_3	1081.88	451434.0	3	3199.66	1	1	1	G02655	(NeuAc)2 (Gal)4 (GlcNAc)4 (Man)3	Gal(b1-4)[NeuAc(a2-3)]Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)[NeuAc(a2-3)]Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc	2546.9	2546.9	31.25	19.87	17.42	20.9	
Scan69@1081.88_3	1081.88	451434.0	3	3199.66	2	1	2	G03674	(NeuAc)2 (Gal)4 (GlcNAc)4 (Man)3	NeuAc(a2-3)Gal(b1-4)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[NeuAc(a2-3)Gal(b1-4)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc	2546.9	2546.9	22.92	19.87	17.8	20.02	

Scan71@1256.137_2	1256.137	313477.0	2	2489.285	1	1	7	G02202	(Gal)2 (Fuc)1 (GlcNAc)5 (Man)3	Gal(b1-4)GlcNAc(b1-2)[GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	1989.74	1989.74	35.0	23.48	22.22	7.23	
Scan71@1256.137_2	1256.137	313477.0	2	2489.285	2	1	8	G04293	(Gal)2 (Fuc)1 (GlcNAc)5 (Man)3 (Asn)1	Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc	1989.74(Asn)	1989.74	32.5	24.24	18.89	7.84	
Scan71@1256.137_2	1256.137	313477.0	2	2489.285	3	1	9	G04189	(Gal)3 (Fuc)1 (GlcNAc)5 (Man)2 (Asn)1	Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-2)]Man(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc	1989.74(Asn)	1989.74	32.5	21.97	15.56	8.82	

Scan73@937.49_3	937.49	420879.0	3	2766.49	0	0	0	No Results Found 									

Scan75@1125.57_2	1125.57	392988.0	2	2228.15	1	1	1	G12044	(NeuAc)1 (Gal)1 (GlcNAc)4 (Man)3 (Asn)1	NeuAc(a2-)Gal(b1-4)GlcNAc(b1-4)Man(a1-6)[GlcNAc(b1-4)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc	1769.64(Asn)	1769.64	34.38	14.81	21.43	11.36	
Scan75@1125.57_2	1125.57	392988.0	2	2228.15	2	1	2	G11407	(NeuAc)1 (Gal)1 (GlcNAc)4 (Man)3 (Asn)1	NeuAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc	1769.64(Asn)	1769.64	34.38	14.81	21.43	9.78	
Scan75@1125.57_2	1125.57	392988.0	2	2228.15	2	1	2	G04416	(NeuAc)1 (Gal)1 (GlcNAc)4 (Man)3	NeuAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc	1769.64	1769.64	34.38	14.81	21.43	9.78	
Scan75@1125.57_2	1125.57	392988.0	2	2228.15	3	1	3	G02741	(NeuAc)1 (Gal)1 (GlcNAc)4 (Man)3 (Asn)1	NeuAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc	1769.64(Asn)	1769.64	34.38	14.81	21.43	9.51	

Scan77@806.906_2	806.906	406632.0	2	1590.822	1	1	1	G01454	(Fuc)1 (GlcNAc)3 (Man)3	Man(a1-3)[GlcNAc(b1-4)][Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	1259.47	1259.47	45.83	19.05	16.67	6.19	
Scan77@806.906_2	806.906	406632.0	2	1590.822	2	1	2	G12206	(Fuc)1 (GlcNAc)3 (Man)3	GlcNAc(b1-6)Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	1259.47	1259.47	50.0	21.43	15.0	5.58	
Scan77@806.906_2	806.906	406632.0	2	1590.822	3	1	3	G05888	(Fuc)1 (GlcNAc)3 (Man)3	GlcNAc(b1-2)Man(a1-2)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	1259.47	1259.47	50.0	16.67	15.0	6.19	

Scan79@1046.53_2	1046.53	378488.0	2	2070.07	1	1	1	G04816	(GlcNAc)4 (Man)5 (Asn)1	Man(a1-3)[GlcNAc(b1-4)][Man(a1-6)]Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc	1640.6(Asn)	1640.6	31.25	2.78	24.11	1.45	
Scan79@1046.53_2	1046.53	378488.0	2	2070.07	2	1	2	G02821	(GlcNAc)4 (Man)5 (Asn)1	GlcNAc(b1-2)Man(a1-3)[Man(a1-6)]Man(a1-6)[GlcNAc(b1-4)][Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc	1640.6(Asn)	1640.6	31.25	3.7	22.32	1.71	
Scan79@1046.53_2	1046.53	378488.0	2	2070.07	3	1	6	G02845	(Gal)2 (GlcNAc)4 (Man)3	Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc	1640.6	1640.6	28.12	0.93	19.64	1.34	

Scan81@1023.512_3	1023.512	266805.0	3	3024.555	1	1	1	G02179	(NeuGc)2 (Gal)2 (Fuc)1 (GlcNAc)4 (Man)3	NeuGc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[NeuGc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	2400.84	2400.84	25.0	7.64	14.09	11.86	
Scan81@1023.512_3	1023.512	266805.0	3	3024.555	1	1	1	G10840	(NeuGc)2 (Gal)2 (Fuc)1 (GlcNAc)4 (Man)3 (Asn)1	NeuGc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[NeuGc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	2400.84(Asn)	2400.84	25.0	7.64	14.09	11.86	

Scan83@1019.51_3	1019.51	303522.0	3	3012.55	0	0	0	No Results Found 									

Scan86@1103.553_2	1103.553	29907.5	2	2184.116	1	1	1	G00729	(NeuAc)1 (Gal)2 (GlcNAc)3 (Man)3	NeuAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc	1728.61	1728.61	25.0	7.41	18.75	6.95	
Scan86@1103.553_2	1103.553	29907.5	2	2184.116	2	1	2	G04629	(NeuAc)1 (Gal)2 (GlcNAc)3 (Man)3	NeuAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc	1728.61	1728.61	25.0	5.56	18.75	6.95	
Scan86@1103.553_2	1103.553	29907.5	2	2184.116	3	1	3	G02757	(NeuAc)1 (Gal)2 (GlcNAc)3 (Man)3	NeuAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc	1728.61	1728.61	25.0	5.56	18.75	6.15	

Scan88@712.362_1	712.362	639664.0	1	712.362	0	0	0	No Results Found 									

Scan89@1067.039_2	1067.039	446297.0	2	2111.088	1	1	3	G10993	(Gal)1 (GlcNAc)5 (Man)3 (Asn)1	Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc	1681.62(Asn)	1681.62	34.38	0.0	14.29	1.33	
Scan89@1067.039_2	1067.039	446297.0	2	2111.088	1	1	3	G00660	(Gal)1 (GlcNAc)5 (Man)3	Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc	1681.62	1681.62	34.38	0.0	14.29	1.33	
Scan89@1067.039_2	1067.039	446297.0	2	2111.088	1	1	3	G00661	(Gal)1 (GlcNAc)5 (Man)3	Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc	1681.62	1681.62	34.38	0.0	14.29	1.33	
Scan89@1067.039_2	1067.039	446297.0	2	2111.088	1	1	3	G10820	(Gal)1 (GlcNAc)5 (Man)3 (Asn)1	Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc	1681.62(Asn)	1681.62	34.38	0.0	14.29	1.33	
Scan89@1067.039_2	1067.039	446297.0	2	2111.088	2	1	7	G04850	(Gal)1 (GlcNAc)5 (Man)3	Gal(b1-4)GlcNAc(b1-4)[GlcNAc(b1-2)]Man(a1-3)[GlcNAc(b1-4)][Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc	1681.62	1681.62	31.25	0.0	13.39	1.58	
Scan89@1067.039_2	1067.039	446297.0	2	2111.088	3	2	4	G04994	(Gal)1 (GlcNAc)5 (Man)3	Gal(b1-4)GlcNAc(b1-2)[GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc	1681.62	1681.62	34.38	0.0	13.39	1.6	
Scan89@1067.039_2	1067.039	446297.0	2	2111.088	3	2	4	G05060	(Gal)1 (GlcNAc)5 (Man)3	Gal(b1-4)GlcNAc(b1-2)[GlcNAc(b1-6)]Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc	1681.62	1681.62	34.38	0.0	13.39	1.6	

Scan91@978.796_3	978.796	432239.0	3	2890.409	1	1	1	G11918	(S)1 (NeuAc)1 (Gal)1 (Fuc)1 (GlcNAc)5 (GalNAc)1 (Man)3	NeuAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	2401.81	2321.86	56.82	44.44	60.45	51.84	

Scan93@951.47_3	951.47	334464.0	3	2808.43	1	1	3	G03959	(Neu)1 (Gal)2 (Fuc)1 (GlcNAc)5 (Man)3	Neu(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	2238.82	2238.82	38.64	22.92	23.18	21.68	
Scan93@951.47_3	951.47	334464.0	3	2808.43	2	2	1	G03883	(NeuAc)1 (Gal)3 (Fuc)1 (GlcNAc)4 (Man)3	Gal(a1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[NeuAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	2239.8	2239.8	38.64	18.06	24.55	20.86	
Scan93@951.47_3	951.47	334464.0	3	2808.43	3	2	2	G10712	(NeuAc)1 (Gal)3 (Fuc)1 (GlcNAc)4 (Man)3 (Asn)1	Gal(b1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[NeuAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	2239.8(Asn)	2239.8	38.64	18.06	24.55	20.36	
Scan93@951.47_3	951.47	334464.0	3	2808.43	3	2	2	G03882	(NeuAc)1 (Gal)3 (Fuc)1 (GlcNAc)4 (Man)3	Gal(a1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[NeuAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	2239.8	2239.8	38.64	18.06	24.55	20.36	
Scan93@951.47_3	951.47	334464.0	3	2808.43	3	2	2	G02182	(NeuAc)1 (Gal)3 (Fuc)1 (GlcNAc)4 (Man)3	Gal(b1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[NeuAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	2239.8	2239.8	38.64	18.06	24.55	20.36	

Scan95@987.492_2	987.492	494180.0	2	1951.995	1	1	1	G04400	(NeuAc)1 (Gal)1 (Fuc)1 (GlcNAc)3 (Man)2 (Asn)1	NeuAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	1550.56(Asn)	1550.56	32.14	12.5	23.81	6.12	
Scan95@987.492_2	987.492	494180.0	2	1951.995	2	1	2	G11710	(NeuAc)1 (Gal)1 (Fuc)1 (GlcNAc)3 (Man)2 (Asn)1	NeuAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	1550.56(Asn)	1550.56	32.14	11.46	23.81	5.59	

Scan97@908.956_2	908.956	512621.0	2	1794.922	1	1	1	G05420	(Gal)1 (Fuc)1 (GlcNAc)3 (Man)3	Gal(b1-4)GlcNAc(b1-6)Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	1421.52	1421.52	53.57	15.62	23.81	7.38	
Scan97@908.956_2	908.956	512621.0	2	1794.922	2	1	2	G00664	(Gal)1 (Fuc)1 (GlcNAc)3 (Man)3	Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	1421.52	1421.52	53.57	14.58	23.81	7.48	
Scan97@908.956_2	908.956	512621.0	2	1794.922	2	1	2	G10773	(Gal)1 (Fuc)1 (GlcNAc)3 (Man)3 (Asn)1	Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	1421.52(Asn)	1421.52	53.57	14.58	23.81	7.48	
Scan97@908.956_2	908.956	512621.0	2	1794.922	3	1	3	G00365	(Gal)1 (Fuc)1 (GlcNAc)3 (Man)3	Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	1421.52	1421.52	53.57	15.62	23.81	6.8	
Scan97@908.956_2	908.956	512621.0	2	1794.922	3	1	3	G10772	(Gal)1 (Fuc)1 (GlcNAc)3 (Man)3 (Asn)1	Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	1421.52(Asn)	1421.52	53.57	15.62	23.81	6.8	

Scan99@956.135_3	956.135	244772.0	3	2822.427	1	1	1	G03914	(NeuGc)1 (NeuAc)1 (Gal)2 (GlcNAc)4 (Man)3	NeuAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[NeuGc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc	2238.78	2238.78	22.5	21.21	17.22	11.14	
Scan99@956.135_3	956.135	244772.0	3	2822.427	2	1	2	G03915	(NeuGc)1 (NeuAc)1 (Gal)2 (GlcNAc)4 (Man)3	NeuGc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[NeuAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc	2238.78	2238.78	22.5	18.94	17.22	10.7	
Scan99@956.135_3	956.135	244772.0	3	2822.427	3	1	3	G03913	(NeuGc)1 (NeuAc)1 (Gal)2 (GlcNAc)4 (Man)3	NeuAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[NeuGc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc	2238.78	2238.78	22.5	18.18	17.22	10.53	

Scan101@1328.68_2	1328.68	453868.0	2	2634.37	1	1	1	G02690	(NeuGc)1 (Gal)2 (Fuc)1 (GlcNAc)4 (Man)3	NeuGc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	2093.75	2093.75	27.5	8.33	21.11	13.83	
Scan101@1328.68_2	1328.68	453868.0	2	2634.37	2	1	3	G04064	(NeuAc)1 (Gal)3 (GlcNAc)4 (Man)3	NeuAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc	2093.75	2093.75	37.5	15.91	13.89	13.1	
Scan101@1328.68_2	1328.68	453868.0	2	2634.37	3	2	2	G12006	(NeuAc)1 (Gal)3 (GlcNAc)4 (Man)3	Gal(a1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[NeuAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc	2093.75	2093.75	25.0	15.91	17.22	11.75	
Scan101@1328.68_2	1328.68	453868.0	2	2634.37	3	2	2	G04017	(NeuAc)1 (Gal)3 (GlcNAc)4 (Man)3	Gal(b1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[NeuAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc	2093.75	2093.75	25.0	15.91	17.22	11.75	

Scan103@1307.66_2	1307.66	420043.0	2	2592.33	1	1	1	G11936	(Gal)2 (Fuc)3 (GlcNAc)4 (Man)3 (Asn)1	Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	2078.77(Asn)	2078.77	43.18	27.78	37.73	19.96	
Scan103@1307.66_2	1307.66	420043.0	2	2592.33	1	1	1	G00976	(Gal)2 (Fuc)3 (GlcNAc)4 (Man)3	Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	2078.77	2078.77	43.18	27.78	37.73	19.96	
Scan103@1307.66_2	1307.66	420043.0	2	2592.33	2	1	2	G11985	(Gal)2 (Fuc)3 (GlcNAc)4 (Man)3	Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)Man(a1-3)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	2078.77	2078.77	43.18	27.08	37.73	19.86	
Scan103@1307.66_2	1307.66	420043.0	2	2592.33	2	1	2	G04130	(Gal)2 (Fuc)3 (GlcNAc)4 (Man)3 (Asn)1	Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)Man(a1-3)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	2078.77(Asn)	2078.77	43.18	27.08	37.73	19.86	
Scan103@1307.66_2	1307.66	420043.0	2	2592.33	3	1	3	G04211	(Gal)2 (Fuc)3 (GlcNAc)4 (Man)3	Fuc(a1-2)Gal(b1-3)GlcNAc(b1-2)Man(a1-3)[Fuc(a1-2)Gal(b1-3)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	2078.77	2078.77	47.73	27.78	29.09	17.17	

Scan106@1212.11_2	1212.11	669734.0	2	2401.23	1	1	1	G12029	(NeuAc)1 (Gal)1 (Fuc)1 (GlcNAc)4 (Man)3	NeuAc(a2-3)Gal(b1-3)GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	1915.7	1915.7	25.0	10.83	13.89	6.65	
Scan106@1212.11_2	1212.11	669734.0	2	2401.23	2	1	2	G00974	(NeuAc)1 (Gal)1 (Fuc)1 (GlcNAc)4 (Man)3 (Asn)1	NeuAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	1915.7(Asn)	1915.7	25.0	10.83	13.89	6.54	
Scan106@1212.11_2	1212.11	669734.0	2	2401.23	2	1	2	G01645	(NeuAc)1 (Gal)1 (Fuc)1 (GlcNAc)4 (Man)3	NeuAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	1915.7	1915.7	25.0	10.83	13.89	6.54	
Scan106@1212.11_2	1212.11	669734.0	2	2401.23	3	1	3	G12021	(NeuAc)1 (Gal)1 (Fuc)1 (GlcNAc)4 (Man)3 (Asn)1	NeuAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	1915.7(Asn)	1915.7	25.0	9.17	13.89	6.54	

Scan108@1249.62_3	1249.62	283023.0	3	3702.88	1	1	1	G03679	(Gal)4 (GlcNAc)9 (Man)3	GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)[GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)[GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc	2980.1	2980.1	35.0	16.67	33.81	29.99	

Scan110@1366.69_3	1366.69	392594.0	3	4054.09	0	0	0	No Results Found 									

Scan112@1231.61_3	1231.61	276694.0	3	3648.85	1	1	1	G04223	(Neu)3 (Gal)3 (Fuc)1 (GlcNAc)5 (Man)3 (Asn)1	Neu(a2-3)Gal(a1-4)GlcNAc(b1-2)[Neu(a2-3)Gal(a1-4)GlcNAc(b1-4)]Man(a1-6)[Neu(a2-3)Gal(a1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	2899.04(Asn)	2899.04	8.93	11.11	10.44	13.36	

Scan114@1077.55_3	1077.55	333241.0	3	3186.671	1	1	1	G03686	(Neu)1 (Gal)3 (Fuc)2 (GlcNAc)5 (Man)3	Neu(a2-6)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	2546.93	2546.93	40.38	20.24	33.65	27.63	

Scan116@1118.57_2	1118.57	310550.0	2	2214.15	1	1	1	G04387	(Gal)2 (Fuc)2 (GlcNAc)4 (Man)2 (Asn)1	Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	1770.66(Asn)	1770.66	41.67	10.0	21.53	10.81	
Scan116@1118.57_2	1118.57	310550.0	2	2214.15	2	1	2	G04312	(Gal)2 (Fuc)2 (GlcNAc)4 (Man)2 (Asn)1	Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	1770.66(Asn)	1770.66	36.11	10.83	21.53	10.9	

Scan118@1285.65_3	1285.65	310337.0	3	3810.971	0	0	0	No Results Found 									

Scan120@1007.01_2	1007.01	333275.0	2	1991.03	0	0	0	No Results Found 									

